Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,23,1,46,1,< 1 Year,No,42679,152,103,0
Male,27,1,11,1,< 1 Year,No,26869,152,140,0
Male,59,1,39,0,1-2 Year,Yes,36252,26,236,0
Male,28,1,28,0,< 1 Year,Yes,52617,124,50,1
Female,47,1,11,0,1-2 Year,Yes,21501,120,20,1
Male,40,1,28,0,1-2 Year,Yes,49264,26,271,1
Female,49,1,33,0,1-2 Year,Yes,40798,124,91,1
Male,32,1,28,0,1-2 Year,Yes,32739,157,62,1
Male,45,1,35,0,1-2 Year,Yes,33492,26,18,0
Female,49,1,28,0,> 2 Years,Yes,34133,124,267,1
Male,33,1,41,1,< 1 Year,No,34494,152,29,0
Female,41,1,28,0,1-2 Year,Yes,46622,122,44,1
Female,73,1,46,0,1-2 Year,Yes,27106,124,109,0
Male,42,1,46,0,1-2 Year,Yes,21690,124,142,0
Female,25,1,13,1,< 1 Year,No,25093,152,107,0
Male,47,1,46,0,1-2 Year,Yes,34103,26,31,1
Male,24,1,30,1,< 1 Year,No,27823,152,149,0
Male,32,1,46,0,< 1 Year,Yes,26309,124,246,0
Male,45,1,46,0,1-2 Year,Yes,36283,124,16,1
Male,39,1,8,1,1-2 Year,No,78854,29,293,0
Male,24,1,28,0,< 1 Year,Yes,32742,163,131,0
Male,46,1,28,0,1-2 Year,Yes,36462,124,284,0
Female,47,1,41,0,1-2 Year,Yes,2630,157,220,1
Male,49,1,28,0,1-2 Year,Yes,56890,26,276,1
Female,72,1,28,0,> 2 Years,Yes,29503,124,282,1
Female,57,1,28,0,1-2 Year,Yes,35936,154,82,1
Male,39,1,28,0,1-2 Year,Yes,40597,124,127,1
Male,25,1,36,1,< 1 Year,No,34057,152,80,0
Male,46,1,28,0,1-2 Year,Yes,36506,124,299,1
Female,79,1,15,0,1-2 Year,Yes,50107,14,103,0
Male,51,1,29,0,1-2 Year,Yes,42510,26,81,1
Female,24,1,37,1,< 1 Year,No,29269,152,293,0
Male,33,1,38,0,1-2 Year,Yes,30746,26,227,0
Female,66,1,28,0,1-2 Year,Yes,49403,30,135,0
Male,39,1,8,0,1-2 Year,Yes,37045,152,131,1
Male,52,1,28,0,1-2 Year,No,32553,26,112,0
Male,47,1,28,0,1-2 Year,Yes,39880,124,182,1
Female,33,1,35,0,< 1 Year,Yes,40259,152,100,0
Male,46,1,28,0,1-2 Year,Yes,44303,26,102,0
Male,31,1,11,0,1-2 Year,Yes,27321,124,150,1
Male,54,1,41,1,1-2 Year,No,36889,26,275,0
Female,30,1,8,0,< 1 Year,Yes,46134,152,116,0
Female,44,1,11,0,1-2 Year,Yes,35996,26,81,1
Male,54,1,28,0,1-2 Year,Yes,28561,122,219,1
Female,41,1,28,0,1-2 Year,No,34611,154,163,0
Female,32,1,46,0,1-2 Year,Yes,2630,156,55,1
Male,67,1,28,0,1-2 Year,Yes,27688,26,211,1
Male,43,1,18,0,1-2 Year,No,28617,124,177,0
Male,53,1,28,0,> 2 Years,Yes,60435,26,68,0
Female,73,1,1,0,> 2 Years,Yes,2630,26,293,1
Male,49,1,45,0,1-2 Year,Yes,23419,54,252,1
Female,22,1,2,1,< 1 Year,No,41020,152,195,0
Male,72,1,28,1,1-2 Year,No,2630,25,129,0
Male,26,1,34,0,1-2 Year,Yes,29698,124,289,1
Male,67,1,28,0,1-2 Year,Yes,2630,26,294,1
Female,45,1,2,0,1-2 Year,Yes,30897,154,180,1
Female,32,1,27,0,1-2 Year,Yes,58064,124,97,1
Female,50,1,38,0,1-2 Year,Yes,2630,26,124,1
Male,43,1,29,0,1-2 Year,Yes,26509,124,181,0
Male,54,1,28,0,1-2 Year,Yes,35296,124,199,1
Male,43,1,28,0,1-2 Year,Yes,48285,125,177,1
Female,34,1,3,0,1-2 Year,Yes,31105,26,295,1
Female,63,1,28,1,1-2 Year,No,36174,25,203,0
Female,28,1,28,0,< 1 Year,Yes,2630,160,107,1
Male,31,1,41,0,1-2 Year,Yes,30237,124,184,1
Female,33,1,5,0,< 1 Year,Yes,29287,113,234,0
Male,62,1,28,0,1-2 Year,Yes,49109,13,217,0
Male,22,1,33,0,< 1 Year,No,41891,152,250,0
Male,45,1,31,0,1-2 Year,Yes,2630,156,272,1
Female,34,1,33,1,1-2 Year,No,29252,152,30,0
Male,52,1,28,0,1-2 Year,Yes,2630,124,43,1
Male,43,1,37,1,1-2 Year,No,40245,26,81,0
Male,51,1,3,0,1-2 Year,Yes,2630,26,15,1
Female,52,1,48,1,1-2 Year,No,2630,124,129,0
Female,24,1,48,0,< 1 Year,Yes,2630,152,224,0
Male,27,1,9,0,< 1 Year,Yes,49218,152,106,0
Male,40,1,7,0,1-2 Year,Yes,34472,124,104,1
Female,32,1,28,0,< 1 Year,Yes,23876,26,31,1
Male,63,1,46,0,1-2 Year,Yes,29535,11,201,1
Female,31,1,10,0,< 1 Year,Yes,29003,124,193,1
Female,26,1,30,1,< 1 Year,No,30886,152,19,0
Female,25,1,36,1,< 1 Year,No,35669,152,77,0
Female,40,1,5,0,1-2 Year,Yes,20982,124,283,0
Male,47,1,8,0,1-2 Year,Yes,40043,124,252,1
Female,23,1,36,0,< 1 Year,No,43328,152,230,0
Female,42,1,28,0,1-2 Year,Yes,26678,125,263,0
Male,47,1,8,0,1-2 Year,Yes,55920,26,220,1
Male,27,1,18,1,< 1 Year,No,31478,152,239,0
Female,47,1,28,0,1-2 Year,Yes,37447,26,46,1
Female,37,1,28,0,1-2 Year,Yes,38976,124,168,0
Female,22,1,45,0,< 1 Year,No,23142,152,155,0
Male,40,1,33,0,1-2 Year,Yes,46816,124,111,0
Male,36,1,28,1,1-2 Year,Yes,28615,157,197,0
Male,43,1,28,0,1-2 Year,Yes,31448,26,208,0
Male,23,1,30,1,< 1 Year,No,23026,152,31,0
Female,25,1,15,0,< 1 Year,Yes,37680,124,277,0
Male,72,1,28,0,1-2 Year,Yes,65763,26,241,0
Male,44,1,8,0,1-2 Year,No,25402,7,96,0
Female,47,1,28,0,1-2 Year,Yes,39317,26,25,1
Female,58,1,42,1,1-2 Year,No,34270,26,218,0
Female,27,1,8,1,< 1 Year,No,26358,152,107,0
Male,74,1,28,0,1-2 Year,Yes,35646,26,102,1
Male,71,0,35,0,1-2 Year,Yes,2630,26,201,0
Male,37,1,41,0,1-2 Year,Yes,25722,154,152,1
Female,38,1,11,0,1-2 Year,Yes,39508,124,28,1
Female,45,1,28,0,1-2 Year,Yes,48171,124,271,1
Male,28,1,9,0,< 1 Year,Yes,38147,163,87,1
Male,24,1,14,1,< 1 Year,No,26582,152,182,0
Female,43,1,8,0,> 2 Years,Yes,37956,124,284,1
Female,21,1,1,0,< 1 Year,Yes,2630,160,178,0
Female,21,1,28,0,< 1 Year,Yes,41363,152,272,0
Female,47,1,8,1,1-2 Year,No,30919,26,74,0
Male,27,1,6,1,< 1 Year,No,2630,152,13,0
Female,37,1,8,1,1-2 Year,No,67738,152,151,0
Female,28,1,28,0,< 1 Year,Yes,64999,154,115,0
Female,36,1,24,0,1-2 Year,Yes,31209,154,161,1
Male,42,1,10,0,1-2 Year,Yes,32125,124,257,1
Male,45,1,28,0,1-2 Year,Yes,26225,124,119,1
Female,53,1,47,0,1-2 Year,Yes,37512,138,72,0
Male,55,1,28,0,> 2 Years,Yes,53519,26,263,1
Female,39,1,8,0,1-2 Year,Yes,36600,156,23,1
Male,64,1,48,0,1-2 Year,Yes,2630,26,49,0
Male,28,1,13,0,1-2 Year,Yes,29024,26,53,1
Female,47,1,8,0,> 2 Years,Yes,2630,26,261,0
Male,49,1,41,0,1-2 Year,Yes,33166,150,251,1
Male,39,1,30,0,1-2 Year,Yes,2630,124,27,0
Female,43,1,28,1,1-2 Year,No,2630,26,238,0
Female,36,1,36,0,1-2 Year,Yes,35533,12,170,1
Female,43,1,33,0,1-2 Year,Yes,2630,157,251,1
Male,48,1,46,1,1-2 Year,Yes,23914,26,195,0
Female,46,1,28,0,1-2 Year,Yes,48848,26,72,1
Female,54,1,0,0,1-2 Year,Yes,2630,26,283,0
Male,23,1,32,0,< 1 Year,Yes,32776,152,128,1
Male,30,1,21,1,< 1 Year,No,30283,152,272,0
Male,71,1,8,0,1-2 Year,Yes,37308,26,170,1
Male,50,1,28,0,1-2 Year,Yes,49236,26,27,1
Male,63,1,41,0,1-2 Year,Yes,33690,12,216,0
Male,40,1,46,0,1-2 Year,Yes,40446,124,128,1
Male,50,1,29,0,1-2 Year,Yes,2630,156,289,1
Female,35,1,28,0,1-2 Year,Yes,43050,26,37,1
Male,26,1,17,1,< 1 Year,No,2630,152,275,0
Female,34,1,36,0,1-2 Year,Yes,2630,124,65,0
Male,48,1,46,0,1-2 Year,Yes,29249,26,185,1
Male,21,1,8,0,< 1 Year,Yes,27858,160,146,0
Female,38,1,11,1,1-2 Year,No,24726,152,191,0
Male,46,1,28,0,1-2 Year,Yes,34554,24,247,1
Female,23,1,21,1,< 1 Year,No,18337,152,47,0
Female,35,1,28,0,1-2 Year,Yes,29894,156,191,1
Male,53,1,41,0,1-2 Year,Yes,50036,26,66,1
Female,39,1,41,0,1-2 Year,Yes,27356,122,76,1
Male,34,1,43,0,1-2 Year,Yes,2630,157,120,1
Female,53,1,28,0,1-2 Year,Yes,33148,124,253,1
Female,30,1,28,1,< 1 Year,No,48515,152,57,0
Male,30,1,23,0,< 1 Year,Yes,45575,124,23,1
Male,58,1,41,0,1-2 Year,Yes,43698,152,279,1
Male,46,1,28,0,1-2 Year,Yes,23662,45,35,1
Male,38,1,15,0,1-2 Year,Yes,34116,152,263,1
Female,35,1,3,0,1-2 Year,Yes,26995,124,106,0
Male,23,1,21,0,< 1 Year,Yes,33870,152,258,0
Male,22,1,3,1,< 1 Year,No,2630,152,162,0
Female,22,1,35,0,1-2 Year,Yes,30417,154,191,1
Male,54,1,46,0,1-2 Year,Yes,29186,26,231,0
Male,52,1,28,0,1-2 Year,Yes,45112,26,60,0
Female,24,1,11,1,< 1 Year,No,32701,152,72,0
Male,64,1,28,0,1-2 Year,Yes,33588,26,55,1
Female,56,1,28,1,1-2 Year,No,44871,55,104,0
Male,23,1,30,1,< 1 Year,No,26599,152,129,0
Female,22,1,17,0,< 1 Year,Yes,43987,152,187,1
Male,27,1,46,0,1-2 Year,Yes,2630,156,89,0
Female,29,1,46,0,1-2 Year,Yes,25209,154,140,1
Male,31,1,41,0,1-2 Year,Yes,29155,124,223,0
Female,66,1,28,0,> 2 Years,Yes,53933,124,167,1
Male,58,1,28,0,1-2 Year,Yes,2630,26,194,1
Female,39,1,0,1,1-2 Year,No,2630,125,186,0
Male,49,1,18,1,1-2 Year,No,41410,26,111,0
Female,33,1,28,0,< 1 Year,Yes,42626,26,120,1
Male,41,1,8,0,1-2 Year,Yes,41240,124,168,0
Female,23,1,46,0,< 1 Year,Yes,25342,26,180,1
Female,26,1,20,1,< 1 Year,No,2630,160,69,0
Female,41,1,50,1,1-2 Year,No,38175,8,168,0
Female,25,1,50,1,< 1 Year,No,34057,152,282,0
Female,23,1,41,0,< 1 Year,Yes,23068,152,290,1
Male,42,1,35,0,1-2 Year,Yes,26775,124,286,1
Male,51,1,0,0,1-2 Year,Yes,2630,124,123,1
Female,41,1,28,0,1-2 Year,Yes,23859,4,142,0
Female,39,1,45,0,1-2 Year,Yes,28249,152,20,1
Female,27,1,10,1,< 1 Year,No,27395,152,279,0
Male,43,1,32,0,1-2 Year,Yes,36696,124,277,1
Male,27,1,41,1,< 1 Year,No,31760,152,83,0
Female,24,1,29,1,< 1 Year,No,48697,152,97,0
Male,25,1,27,0,< 1 Year,Yes,51508,152,246,1
Male,40,1,28,0,1-2 Year,Yes,37974,124,49,1
Female,39,1,50,0,1-2 Year,Yes,32759,26,110,1
Female,34,1,41,0,1-2 Year,Yes,36811,157,286,1
Female,24,1,28,0,< 1 Year,Yes,28920,152,208,1
Male,23,1,15,1,< 1 Year,No,2630,26,93,0
Female,43,1,28,0,1-2 Year,Yes,30451,26,242,1
Male,26,1,25,1,< 1 Year,No,27836,152,145,0
Male,57,1,28,0,1-2 Year,Yes,69856,26,49,0
Male,47,1,47,0,1-2 Year,Yes,2630,157,46,1
Female,32,1,28,0,< 1 Year,Yes,28566,26,245,0
Male,37,1,47,0,1-2 Year,Yes,54421,124,13,1
Male,53,1,41,0,> 2 Years,Yes,38045,26,272,1
Male,24,1,29,1,< 1 Year,No,24496,152,241,0
Male,33,1,3,0,1-2 Year,Yes,24974,124,35,0
Female,44,1,7,0,1-2 Year,Yes,26859,124,22,1
Female,21,1,15,1,< 1 Year,No,28423,152,248,0
Female,22,1,46,1,< 1 Year,No,23208,152,259,0
Male,29,1,5,1,< 1 Year,No,2630,152,218,0
Female,22,1,9,1,< 1 Year,No,33174,152,90,0
Female,28,1,47,1,< 1 Year,No,29864,152,95,0
Male,28,1,45,0,1-2 Year,Yes,23062,122,15,1
Male,55,1,11,0,1-2 Year,Yes,2630,154,218,1
Male,66,1,2,1,1-2 Year,Yes,30169,26,59,0
Female,49,1,33,0,1-2 Year,Yes,24426,138,78,1
Male,38,1,28,0,1-2 Year,Yes,32835,24,40,1
Female,30,1,41,1,< 1 Year,No,29680,152,102,0
Male,78,1,46,0,1-2 Year,Yes,32616,124,35,1
Male,47,1,46,0,1-2 Year,Yes,26175,154,34,1
Female,58,1,31,0,1-2 Year,Yes,2630,26,12,0
Female,25,1,15,1,< 1 Year,No,32829,151,155,0
Male,45,1,8,0,> 2 Years,Yes,33244,124,84,0
Female,23,1,28,0,< 1 Year,Yes,32212,152,225,1
Female,68,1,47,0,1-2 Year,No,26075,152,289,0
Female,27,1,41,1,< 1 Year,No,27372,152,15,0
Male,21,1,8,0,< 1 Year,Yes,34480,152,262,1
Female,40,1,15,0,1-2 Year,Yes,46448,124,225,1
Male,39,1,46,0,1-2 Year,Yes,38743,26,99,1
Female,41,1,47,0,1-2 Year,Yes,36151,124,36,1
Female,27,1,2,1,< 1 Year,No,28984,152,133,0
Female,57,1,28,0,1-2 Year,Yes,49786,24,90,1
Female,47,1,43,1,1-2 Year,No,27866,26,178,0
Female,59,1,46,0,1-2 Year,Yes,23802,26,176,1
Male,43,1,28,0,> 2 Years,Yes,58050,26,107,1
Male,61,1,11,1,1-2 Year,No,48473,26,67,0
Male,37,1,29,0,1-2 Year,Yes,2630,157,104,0
Male,61,1,14,1,1-2 Year,No,28646,124,47,0
Female,31,1,41,1,< 1 Year,No,22544,152,287,0
Male,28,1,46,1,< 1 Year,No,26501,152,14,0
Female,23,1,8,1,< 1 Year,No,37883,26,224,0
Male,77,1,28,0,> 2 Years,Yes,43871,24,141,0
Male,24,1,8,1,< 1 Year,No,57775,152,237,0
Female,24,1,25,0,< 1 Year,Yes,25773,152,173,0
Female,30,1,28,1,1-2 Year,No,46104,124,198,0
Female,25,1,9,0,< 1 Year,Yes,24062,152,87,0
Female,52,1,28,1,1-2 Year,No,30527,26,236,0
Male,50,1,48,0,1-2 Year,Yes,2630,15,127,0
Female,21,1,11,1,< 1 Year,No,21795,160,17,0
Female,44,1,28,1,1-2 Year,No,42017,26,175,0
Male,34,1,3,0,1-2 Year,Yes,19680,124,204,1
Male,38,1,39,0,1-2 Year,Yes,30065,124,228,1
Female,22,1,39,1,< 1 Year,No,44820,152,40,0
Female,42,1,33,0,1-2 Year,Yes,39829,124,126,1
Female,43,1,28,0,1-2 Year,Yes,34676,124,277,0
Male,32,1,3,0,1-2 Year,Yes,26289,124,153,1
Female,26,1,46,0,< 1 Year,Yes,2630,152,84,0
Female,26,1,28,0,< 1 Year,Yes,61735,26,15,1
Female,32,1,28,0,< 1 Year,Yes,32194,154,86,1
Female,43,1,28,0,1-2 Year,Yes,68184,26,19,1
Female,34,1,28,1,1-2 Year,No,2630,152,96,0
Male,44,1,41,1,1-2 Year,No,24946,26,63,0
Female,45,1,43,0,1-2 Year,Yes,24508,26,180,1
Female,22,1,8,1,< 1 Year,No,33501,152,35,0
Female,32,1,33,0,1-2 Year,Yes,2630,124,28,1
Male,25,1,28,0,< 1 Year,Yes,50797,124,234,1
Male,23,1,41,0,< 1 Year,Yes,30791,152,176,1
Male,53,1,15,0,1-2 Year,Yes,37601,124,121,0
Male,23,1,36,1,< 1 Year,No,56947,26,196,0
Male,29,1,28,0,< 1 Year,Yes,39293,154,103,1
Male,56,1,8,0,1-2 Year,Yes,2630,156,233,1
Male,45,1,15,0,1-2 Year,Yes,2630,42,192,1
Female,26,1,37,1,< 1 Year,No,34056,152,20,0
Female,32,1,28,1,< 1 Year,No,41943,152,18,0
Female,41,1,28,0,1-2 Year,Yes,2630,13,34,0
Male,31,1,6,1,< 1 Year,No,17922,152,276,0
Male,46,1,39,0,1-2 Year,Yes,31542,26,259,1
Female,23,1,50,0,< 1 Year,No,27265,152,144,0
Female,39,1,15,0,1-2 Year,Yes,27581,160,96,0
Male,51,1,28,0,1-2 Year,Yes,41480,26,122,1
Female,33,1,28,0,< 1 Year,Yes,25769,26,172,1
Male,50,1,28,0,1-2 Year,Yes,42429,26,262,0
Male,38,1,19,0,1-2 Year,Yes,29868,124,205,1
Male,33,1,8,0,1-2 Year,Yes,2630,124,54,1
Male,39,1,33,1,1-2 Year,No,32511,124,199,0
Female,24,1,28,1,< 1 Year,No,72544,151,170,0
Female,21,1,45,1,< 1 Year,Yes,29297,122,283,0
Male,80,1,8,1,1-2 Year,No,63452,7,236,0
Female,25,1,7,1,< 1 Year,No,43869,152,26,0
Male,44,1,28,1,1-2 Year,No,34789,124,51,0
Female,23,1,3,1,< 1 Year,No,28007,26,141,0
Male,34,1,21,0,1-2 Year,Yes,26179,154,20,1
Female,41,1,28,0,1-2 Year,Yes,37499,26,205,1
Male,30,1,33,1,< 1 Year,No,22855,152,288,0
Male,38,1,28,0,1-2 Year,Yes,40542,26,102,1
Male,35,1,28,0,1-2 Year,Yes,33830,154,266,0
Female,31,1,11,0,1-2 Year,Yes,29400,156,192,1
Male,32,1,12,1,< 1 Year,No,23301,152,289,0
Male,46,1,13,0,1-2 Year,Yes,26059,122,253,1
Male,59,1,28,1,1-2 Year,No,44797,122,220,0
Female,45,1,46,0,1-2 Year,Yes,27897,26,251,0
Female,42,1,10,0,1-2 Year,Yes,2630,156,188,1
Male,75,1,43,0,1-2 Year,No,42851,124,295,0
Male,45,1,28,0,> 2 Years,Yes,51542,26,172,1
Female,24,1,41,1,< 1 Year,No,37600,152,124,0
Male,55,1,29,0,1-2 Year,Yes,29828,26,272,1
Female,75,1,3,0,1-2 Year,No,37731,124,186,0
Male,48,1,41,0,1-2 Year,Yes,35615,124,228,1
Male,30,1,3,0,< 1 Year,Yes,31134,152,293,1
Male,23,1,28,0,< 1 Year,No,58104,153,27,0
Male,55,1,3,0,1-2 Year,Yes,34537,154,11,1
Female,42,1,28,0,1-2 Year,Yes,30834,124,16,1
Female,38,1,15,0,1-2 Year,Yes,2630,152,114,1
Female,30,1,30,1,< 1 Year,No,18535,152,85,0
Male,30,1,28,0,1-2 Year,No,2630,157,278,0
Male,23,1,41,0,1-2 Year,Yes,26911,26,40,1
Male,46,1,11,0,1-2 Year,Yes,34257,26,93,1
Female,44,1,28,0,1-2 Year,Yes,59568,26,291,1
Female,23,1,15,1,< 1 Year,No,37741,152,115,0
Female,42,1,46,0,1-2 Year,Yes,2630,11,115,1
Female,61,1,8,0,1-2 Year,Yes,58404,26,22,1
Female,53,1,30,1,1-2 Year,No,30778,152,295,0
Male,44,1,28,0,> 2 Years,Yes,34257,124,138,0
Male,61,1,28,0,> 2 Years,Yes,33864,26,83,1
Male,40,1,28,0,1-2 Year,Yes,2630,158,36,0
Female,28,1,28,1,< 1 Year,No,32529,152,253,0
Male,46,1,11,0,1-2 Year,Yes,2630,157,38,1
Male,67,1,28,0,1-2 Year,Yes,48894,124,129,0
Female,44,1,28,0,1-2 Year,Yes,36167,26,111,1
Male,72,1,28,0,1-2 Year,Yes,57756,122,99,1
Male,22,1,30,1,< 1 Year,No,25460,152,61,0
Male,80,1,28,0,1-2 Year,Yes,31871,122,248,0
Female,48,1,28,0,1-2 Year,Yes,39680,26,167,0
Male,78,1,5,0,1-2 Year,Yes,31886,124,149,0
Male,60,1,13,0,1-2 Year,Yes,33684,26,13,1
Female,75,1,32,0,1-2 Year,Yes,2630,124,243,0
Female,46,1,8,0,1-2 Year,Yes,39007,26,21,1
Female,24,1,35,0,< 1 Year,No,24069,152,74,1
Male,37,1,28,0,1-2 Year,Yes,2630,26,40,1
Male,20,1,12,0,< 1 Year,Yes,27630,160,73,0
Male,24,1,10,0,< 1 Year,Yes,30714,151,120,1
Male,45,1,50,0,1-2 Year,Yes,31623,152,118,1
Female,38,1,28,0,1-2 Year,Yes,42330,26,290,0
Female,33,1,15,1,< 1 Year,No,34153,152,179,0
Female,30,1,35,0,< 1 Year,Yes,2630,152,76,1
Female,22,1,28,1,< 1 Year,No,38770,152,104,0
Male,40,1,11,0,1-2 Year,Yes,19535,124,178,1
Female,21,1,28,0,< 1 Year,Yes,48905,160,35,0
Male,23,1,8,0,< 1 Year,Yes,39632,152,213,1
Male,40,1,28,0,1-2 Year,Yes,51443,26,287,1
Female,24,1,39,0,< 1 Year,Yes,31715,152,128,1
Male,50,1,28,0,> 2 Years,Yes,58536,26,45,1
Female,46,1,28,0,1-2 Year,Yes,48144,26,24,1
Male,57,1,50,1,1-2 Year,No,33184,120,192,0
Female,71,1,28,0,> 2 Years,Yes,42130,13,13,1
Female,23,1,23,1,< 1 Year,No,2630,151,89,0
Male,29,1,28,1,< 1 Year,No,102637,152,58,0
Male,76,1,28,0,> 2 Years,Yes,77661,25,255,0
Male,61,1,33,0,1-2 Year,Yes,2630,26,91,1
Male,34,1,18,0,1-2 Year,Yes,43513,26,122,0
Female,23,1,8,1,< 1 Year,No,38980,152,35,0
Female,49,1,50,0,1-2 Year,Yes,34725,8,98,0
Male,27,1,28,0,< 1 Year,Yes,35838,152,156,1
Female,47,1,28,0,1-2 Year,Yes,23120,124,260,0
Female,41,1,28,0,1-2 Year,Yes,33491,26,235,1
Male,52,1,28,0,1-2 Year,Yes,45730,26,121,1
Female,38,1,28,0,1-2 Year,Yes,47726,124,179,1
Female,21,1,2,1,< 1 Year,Yes,2630,160,72,0
Female,37,1,18,0,1-2 Year,Yes,76416,124,50,1
Female,24,1,14,0,< 1 Year,Yes,22759,152,257,1
Female,22,1,6,0,< 1 Year,Yes,39783,152,180,1
Male,37,1,36,0,1-2 Year,Yes,33184,156,247,1
Male,24,1,8,1,< 1 Year,No,35354,152,78,0
Female,30,1,28,0,1-2 Year,Yes,2630,124,121,1
Male,47,1,18,0,1-2 Year,Yes,32366,124,20,1
Male,63,1,15,1,1-2 Year,No,40000,124,225,0
Female,36,1,4,0,1-2 Year,Yes,40132,26,59,1
Male,50,1,28,0,1-2 Year,Yes,35944,26,140,1
Male,74,1,28,0,1-2 Year,Yes,62916,26,179,1
Male,35,1,28,1,1-2 Year,No,55803,124,252,0
Male,42,1,18,0,< 1 Year,No,2630,1,131,1
Female,49,1,28,0,1-2 Year,No,25509,26,200,0
Male,56,1,28,0,1-2 Year,Yes,2630,157,291,0
Female,22,1,9,0,< 1 Year,Yes,32351,152,117,1
Female,63,1,28,0,1-2 Year,Yes,39657,26,128,1
Female,44,1,28,0,1-2 Year,Yes,43681,26,29,1
Female,23,1,49,0,< 1 Year,Yes,36314,26,26,1
Female,26,1,50,0,< 1 Year,No,2630,152,236,0
Male,45,1,8,0,1-2 Year,Yes,42013,124,69,1
Female,37,1,8,0,1-2 Year,Yes,2630,7,236,1
Male,54,1,28,0,1-2 Year,Yes,21856,124,194,1
Male,25,1,18,1,< 1 Year,No,26912,152,178,0
Male,37,1,28,0,1-2 Year,Yes,42881,122,127,1
Male,29,1,47,1,1-2 Year,Yes,34073,124,171,0
Male,35,1,30,0,1-2 Year,Yes,28155,152,19,1
Female,22,1,29,1,< 1 Year,No,32395,152,124,0
Male,45,1,24,0,1-2 Year,Yes,29333,122,29,0
Male,53,1,28,0,1-2 Year,Yes,29947,122,299,0
Female,21,1,36,0,< 1 Year,No,32050,160,179,0
Male,45,1,0,0,1-2 Year,Yes,2630,26,206,1
Male,70,1,28,0,> 2 Years,Yes,40052,26,188,0
Male,48,1,8,0,1-2 Year,Yes,41911,26,143,1
Female,48,1,33,0,> 2 Years,Yes,32480,124,260,1
Female,24,1,15,0,< 1 Year,Yes,29509,152,120,1
Female,50,1,28,0,> 2 Years,Yes,37549,26,256,1
Female,44,1,8,0,1-2 Year,Yes,2630,157,155,0
Female,22,1,15,0,< 1 Year,Yes,30553,160,125,1
Male,37,1,33,1,1-2 Year,No,32370,60,175,0
Male,23,1,46,1,< 1 Year,No,22403,160,217,0
Male,59,1,28,0,1-2 Year,Yes,40293,13,252,1
Male,41,1,8,0,1-2 Year,Yes,27927,26,229,0
Male,58,1,28,0,1-2 Year,Yes,42063,26,172,1
Male,57,1,3,0,1-2 Year,Yes,2630,26,37,1
Female,39,1,39,1,1-2 Year,No,44844,124,101,0
Female,24,1,27,0,< 1 Year,No,27302,152,217,0
Male,72,0,50,1,1-2 Year,No,38196,26,206,0
Female,46,1,28,1,1-2 Year,No,35539,124,127,0
Female,23,1,37,0,< 1 Year,Yes,45146,152,108,1
Male,60,1,9,0,1-2 Year,Yes,2630,156,205,0
Female,52,1,28,0,1-2 Year,Yes,50621,26,77,1
Female,40,1,28,0,1-2 Year,Yes,26685,26,218,0
Male,50,1,33,0,1-2 Year,Yes,28276,138,165,1
Female,24,1,18,1,< 1 Year,No,40085,152,148,0
Female,35,1,41,0,1-2 Year,Yes,2630,124,107,1
Female,63,1,28,0,1-2 Year,Yes,40344,124,293,1
Male,30,1,8,1,< 1 Year,No,36456,152,65,0
Male,56,1,8,0,1-2 Year,Yes,52634,7,175,1
Female,38,1,28,0,1-2 Year,Yes,46970,124,101,1
Male,25,1,46,1,< 1 Year,No,20863,152,93,0
Male,36,1,28,0,1-2 Year,Yes,44240,124,223,1
Female,69,1,8,0,> 2 Years,Yes,34278,124,54,0
Male,59,1,28,0,1-2 Year,Yes,45260,26,120,1
Female,45,1,28,0,1-2 Year,Yes,42485,124,34,0
Male,46,1,28,0,1-2 Year,Yes,49018,26,298,1
Male,39,1,29,0,1-2 Year,Yes,2630,26,52,1
Male,28,1,27,1,< 1 Year,No,25481,152,258,0
Male,66,1,28,0,1-2 Year,Yes,30847,124,283,0
Female,22,1,28,0,< 1 Year,Yes,48409,152,44,1
Female,52,1,8,0,1-2 Year,Yes,42633,124,13,0
Female,71,1,28,1,1-2 Year,No,29903,23,223,0
Male,24,1,14,0,< 1 Year,Yes,31070,152,217,0
Male,33,1,8,1,< 1 Year,No,2630,152,107,0
Female,24,1,5,1,< 1 Year,Yes,30643,152,68,0
Male,46,1,28,0,< 1 Year,Yes,50800,26,18,1
Female,54,1,15,0,1-2 Year,Yes,32572,14,157,1
Male,58,1,8,0,1-2 Year,Yes,37787,124,94,0
Male,41,1,28,0,1-2 Year,Yes,27158,26,167,1
Female,35,1,28,0,1-2 Year,Yes,30674,124,66,1
Male,72,1,27,1,1-2 Year,No,2630,124,215,0
Male,57,1,28,0,1-2 Year,Yes,36156,124,82,1
Female,21,1,25,1,< 1 Year,No,41531,160,56,0
Male,54,1,43,0,1-2 Year,Yes,24983,124,180,1
Female,45,1,7,0,1-2 Year,Yes,45705,124,175,0
Female,21,1,23,0,< 1 Year,Yes,32514,152,121,1
Female,56,1,48,0,1-2 Year,Yes,2630,124,60,1
Female,39,1,29,1,1-2 Year,No,2630,152,128,0
Male,23,1,41,0,< 1 Year,Yes,34869,26,215,1
Male,39,1,28,0,1-2 Year,Yes,52540,26,121,0
