State,County,Area,District,Latitude,Longitude,AveDbh8,ACONIF,HypoOcea,LobaOreg,LobaPulm,LobaScro,NephBell,NephHelv,NephResu,PeltColl,PseuAnom,PseuAnth,PseuCroc,SticFuli,SticLimb,PercentSlope,TransAspect,Elevation,PlotNum,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tday1,tday2,tday3,tday4,tday5,tday6,tday7,tday8,tday9,tday10,tday11,tday12,tave1,tave2,tave3,tave4,tave5,tave6,tave7,tave8,tave9,tave10,tave11,tave12,relh1,relh2,relh3,relh4,relh5,relh6,relh7,relh8,relh9,relh10,relh11,relh12,prec1,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,prec10,prec11,prec12,etpj1,etpj2,etpj3,etpj4,etpj5,etpj6,etpj7,etpj8,etpj9,etpj10,etpj11,etpj12,vpsa1,vpsa2,vpsa3,vpsa4,vpsa5,vpsa6,vpsa7,vpsa8,vpsa9,vpsa10,vpsa11,vpsa12,vpam1,vpam2,vpam3,vpam4,vpam5,vpam6,vpam7,vpam8,vpam9,vpam10,vpam11,vpam12,mind1,mind2,mind3,mind4,mind5,mind6,mind7,mind8,mind9,mind10,mind11,mind12,sfmm1,sfmm2,sfmm3,sfmm4,sfmm5,sfmm6,sfmm7,sfmm8,sfmm9,sfmm10,sfmm11,sfmm12,DegDays
OREGON,Lane,Siuslaw N.F,Mapleton,44.0274,-123.9191,16.5,28.1307,0,1,1,0,0,0,0,1,0,0,1,0,0,60,0.183488883,0.6,1088044,9.93632,11.39559,12.77084,14.49486,16.94487,18.87488,21.22498,21.79963,20.84023,17.00487,11.96559,9.36034,2.3756,2.81096,3.63023,4.62096,6.68025,8.75034,10.25035,10.33036,8.99562,6.63499,4.44024,2.1656,6.96096,8.01559,9.16621,10.60559,12.90488,14.8856,16.90034,17.27964,16.17559,12.92024,9.00024,6.52498,6.16096,7.10559,8.20487,9.56023,11.81488,13.8156,15.74034,16.06964,14.92024,11.82024,8.20559,5.76498,72.4535,69.5598,68.1938,66.3536,65.8,66.6071,64.8,63.6,62.3527,65.5071,73.0062,73.5598,273.1903,238.944,233.2464,163.5855,98.2965,72.4501,21.1537,21.0404,54.0951,152.6442,306.0392,319.9381,9.402,14.34,23.34,32.804,44.402,53.402,58.402,51.804,39.742,23.742,12.402,7.938,998.573,1073.036,1160.561,1278.498,1487.953,1692.488,1924.559,1971.488,1838.022,1489.489,1147.5,968.975,724.048,747.11,791.976,849.047,979.501,1128.51,1248.037,1254.573,1147.099,976.511,838.037,713.512,2440.44,1987.915,1608.918,651.733,-393.498,-877.56,-1598.926,-1395.523,-651.315,790.433,2688.331,2953.298,10187.396,14258.849,20218.52,25658.664,29421.73,30984.252,30297.887,26705.141,21765.441,15856.826,11151.968,9094.789,39309.633
OREGON,Lane,Siuslaw N.F,Mapleton,44.02838611,-123.7826111,50.1,82.35051,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0.750000031,1.1,1088052,9.086,10.59204,12.03103,13.85914,16.43815,18.52815,21.17577,21.81577,20.47568,16.36014,11.11401,8.466,1.46501,1.84401,2.68302,3.76163,5.88213,8.03262,9.61401,9.69312,8.245,5.805,3.48213,1.23312,6.0855,7.14401,8.35152,9.88014,12.27964,14.39014,16.61914,17.03825,15.65955,12.20163,8.10401,5.6155,5.2755,6.22204,7.36202,8.81063,11.16014,13.28063,15.39964,15.75875,14.36063,11.08351,7.30213,4.85362,72.1753,68.9,67.3903,65.605,64.8099,65.5099,63.2099,61.9099,61.2149,64.8247,72.4959,73.3753,274.6045,244.9038,239.1962,172.2326,103.4828,75.7738,21.1149,20.9091,57.4448,157.8285,315.6384,327.0334,9.5,15.303,23.303,32.639,44.639,52.974,58.777,54.286,41.942,25.147,13.303,8.5,939.799,1011.453,1098.401,1217.213,1428.014,1638.964,1890.715,1941.577,1778.806,1420.262,1079.6,909.799,678.652,697.602,740.552,799.503,926.511,1074.461,1195.55,1202.461,1090.503,921.749,783.561,667.652,2451.545,2020.553,1669.568,743.167,-348.969,-831.49,-1610.946,-1473.771,-683.802,798.721,2757.293,3006.834,11883.11,16207.092,22113.918,27308.309,30631.684,31893.895,31318.322,28208.318,23553.617,17797.521,12930.905,10754.956,36823.312
OREGON,Lane,Willamette,Lowell,44.03019444,-122.5535694,59.6,389.0196,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0.50000004,2.6,1088124,5.95144,7.91819,10.42244,12.90244,16.57385,19.88471,24.41101,25.24101,21.93569,15.91003,8.2496,5.12633,-1.85856,-1.40955,-0.08942,1.39471,3.68569,6.28003,8.71817,8.5086,6.25817,3.26285,0.3096,-2.08997,2.87144,4.2396,6.28385,8.37287,11.49484,14.52513,18.22633,18.64676,15.76144,10.93045,5.1196,2.28535,2.05144,3.25904,5.16874,7.15329,10.13428,13.08513,16.56676,16.87676,14.10144,9.59144,4.2796,1.52101,70.8944,66.5,63.5141,61.3099,58.6043,57.5957,53.7099,51.6043,53.1043,59.0099,70.9554,72.6511,228.6287,203.3039,192.9983,171.4799,115.0757,91.8324,37.1759,27.3673,70.5531,138.9529,288.6372,275.3286,2.768,6.103,13.025,23.536,36.3,48.854,57.287,48.39,31.072,14.695,5.103,1.824,750.1,826.86,953.243,1100.045,1355.625,1653.415,2092.917,2148.393,1790.003,1306.187,878.86,719.49,532.185,550.143,606.1,675.001,794.959,952.817,1126.001,1110.044,951.49,771.143,624.044,523.143,2200.477,1862.161,1526.198,1008.716,25.457,-547.281,-1404.134,-1226.405,-226.636,933.992,2733.289,2696.744,6434.182,10026.712,15918.294,22355.557,27313.338,29557.633,28622.877,23819.961,17712.826,11606.324,7287.132,5593.789,31689.021
OREGON,Lane,Willamette,Lowell,44.02990556,-122.4852889,24.2,108.603,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.995134038,3.7,1088128,4.50453,6.12584,8.39383,10.86243,14.67914,18.21848,22.96519,23.74519,20.35379,14.39049,6.54379,3.78984,-3.32547,-2.92811,-1.66481,-0.26621,2.04519,4.74173,7.62794,7.54119,5.16449,2.04654,-1.30091,-3.67827,1.41453,2.55864,4.43054,6.47914,9.70194,12.90643,16.92329,17.35984,14.36844,9.5272,3.45379,0.84844,0.59453,1.60255,3.36708,5.30054,8.36584,11.48379,15.29984,15.64514,12.75984,8.21984,2.62379,0.05844,70.5469,66.9654,64.4124,61.9531,58.7531,57.5,54.1654,52.3671,53.814,59.4654,70.9,71.5736,252.4628,222.4493,212.4023,189.7353,125.7612,102.2736,41.2666,29.3341,79.0757,151.6423,312.9159,306.2899,4.124,7.469,13.593,22.593,34.733,46.219,57.483,52.467,36.796,19.327,6.593,2.704,676.054,733.605,837.794,965.984,1202.799,1487.783,1927.864,1981.519,1636.704,1189.185,782.119,649.054,477.334,491.724,540.054,598.79,707.259,856.119,1045.259,1038.93,881.93,707.584,554.93,464.724,2396.788,2015.348,1702.63,1219.553,180.879,-363.831,-1369.3,-1333.125,-313.126,917.296,2931.359,2979.08,11382.965,15586.249,21417.463,26683.711,30015.395,31266.482,30702.869,27599.879,22865.205,17166.66,12400.853,10289.871,26073.088
OREGON,Lane,Willamette,Lowell,44.02957778,-122.4170083,17.8,33.9109,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.586824074,2.2,1088132,6.65428,8.90998,11.63848,14.23362,17.91642,21.12998,25.57278,26.42278,23.02278,16.90573,9.18278,5.77003,-1.17572,-0.71147,0.69355,2.30573,4.61573,7.17853,9.26784,8.93359,6.72784,3.78784,1.13853,-1.33147,3.56428,5.11998,7.32423,9.53423,12.67423,15.63278,19.14853,19.53428,16.60428,11.73634,6.01278,2.97428,2.74428,4.10278,6.16998,8.27217,11.26998,14.15573,17.42428,17.68209,14.87634,10.3493,5.16278,2.22428,70.9721,65.8793,62.6357,60.5279,57.8575,57.0502,52.6575,50.2575,52,58.0575,70.8,73.1984,214.2577,191.4427,176.5002,157.9427,105.6936,83.4361,31.7575,23.7,64.8579,128.2936,271.9638,253.2363,5,9.425,17.72,29.218,43.218,55.425,64.643,56.425,38.145,19.939,8,4,788.214,878.784,1023.634,1189.573,1465.423,1775.423,2217.067,2271.217,1889.071,1377.914,935.282,755.934,559.789,579.214,641.716,720.639,848.359,1013.784,1168.359,1142.214,982.934,800.789,662.639,553.493,1987.577,1650.527,1215.667,702.875,-282.834,-828.389,-1686.37,-1512.175,-495.785,664.831,2479.638,2408.363,8979.235,13112.214,19265.264,25431.416,29786.689,31650.428,30904.379,26702.203,21046.941,14756.592,9973.026,7871.072,34864.57
OREGON,Lane,Willamette,Blue River,44.02920833,-122.3487417,57.3,318.3427,0,1,1,0,0,0,0,0,1,1,0,0,0,50,0.036408072,3.4,1088136,4.81809,6.62567,9.03313,11.58899,15.45074,18.95966,23.68128,24.46128,20.9438,14.91555,6.99316,4.07475,-3.02191,-2.62939,-1.28792,0.20542,2.53555,5.20729,7.84876,7.66864,5.32624,2.23637,-0.90031,-3.34927,1.72809,2.97981,4.96715,7.10301,10.36236,13.54141,17.44208,17.84383,14.78956,9.92143,3.88303,1.14809,0.89809,2.0022,3.8738,5.89966,8.99475,12.08567,15.76622,16.06622,13.13622,8.57809,3.04981,0.36487,70.5761,66.4426,63.8092,61.3923,58.1917,57,53.2414,51.2666,52.9601,58.6666,70.8509,71.8013,240.4525,211.4044,197.2123,178.7697,116.9827,90.8947,32.1853,22.8187,72.4508,140.0575,300.0126,285.2607,1,3.813,9.135,17.708,30.96,42.534,50.856,41.521,24.509,10.374,2.813,1,691.691,756.038,870.023,1008.622,1257.303,1551.141,1991.966,2043.141,1681.542,1220.971,806.103,663.118,488.532,502.532,555.357,619.691,732.529,884.624,1060.943,1048.182,891.866,717.105,571.44,476.532,2373.525,2007.284,1688.947,1256.447,210.064,-367.064,-1254.669,-1058.97,-10.753,1078.982,2915.74,2821.607,4437.635,7704.795,13283.316,19752.785,25042.643,27566.139,26554.271,21306.326,15007.913,9172.018,5212.908,3672.028,27698.689
OREGON,Lane,Willamette,Blue River,44.0288,-122.2804639,14.7,21.27114,0,0,1,0,0,0,0,1,0,0,0,0,0,65,0.090424006,3.8,1088140,4.18693,5.87028,8.20537,10.77472,14.73369,18.35512,23.17925,23.93757,20.3286,14.29377,6.24757,3.46042,-3.66687,-3.30203,-1.961,-0.46727,1.87273,4.57003,7.35288,7.19804,4.81185,1.66288,-1.5983,-4.05933,1.09313,2.25654,4.19679,6.34615,9.66615,12.92306,16.94067,17.34351,14.219,9.31519,3.15654,0.49693,0.26313,1.28551,3.12409,5.15512,8.30512,11.46757,15.26797,15.57145,12.57248,7.98248,2.32654,-0.29307,70.3548,66.5342,64.0897,61.5619,58.1897,56.7445,53.1349,51.1962,53.0246,58.6794,70.8439,71.4,247.0972,216.3687,201.9726,183.9449,119.1918,90.7427,31.2349,21.2,72.8427,142.2299,307.6218,292.84,1.11,2.658,8.039,16.871,29.871,41.871,50.981,41.471,24.471,9.981,2.213,0,660.573,718.327,824.185,957.042,1200.003,1489.757,1929.679,1979.518,1621.003,1172.288,765.43,632.573,465.263,478.263,528.469,589.843,698.946,845.978,1025.779,1014.843,860.469,688.366,542.74,451.818,2436.571,2089.262,1770.53,1333.324,265.923,-348.698,-1268.049,-1073.596,-5.698,1112.902,3009.834,2928.4,3927.207,7528.318,13491.794,20179.309,25639.258,28205.623,27160.176,21817.576,15361.099,9066.806,4687.665,2868.112,25410.234
OREGON,Lane,Willamette,Blue River,44.02835,-122.2121861,13.6,20.6877,0,1,1,0,0,0,0,0,1,0,0,0,0,30,0.328989919,2.4,1088144,5.92906,8.17024,10.9754,13.73459,17.6154,20.99341,25.56105,26.37024,22.76024,16.56105,8.51024,5.07987,-2.05013,-1.58094,-0.10696,1.54826,3.95223,6.58906,8.74789,8.42472,6.05789,3.00751,0.29223,-2.24094,2.78906,4.32826,6.60701,8.9326,12.23341,15.32024,18.93906,19.29906,16.17906,11.21906,5.27143,2.19906,1.93987,3.29826,5.43422,7.64341,10.78422,13.79142,17.15906,17.39906,14.40906,9.78869,4.40142,1.41987,70.3845,65.2919,62.1,59.7,56.8118,55.8721,51.5081,49.2683,51.0081,56.8199,70.136,72.3081,223.0976,198.141,178.3292,161.3895,103.7528,79.0764,28.0081,18.7,60.9764,127.8646,281.9696,259.1659,2.683,5.683,13.603,24.683,39.603,52.603,60.683,50.683,31.286,14.323,4.683,2,745.671,831.553,974.347,1142.223,1423.422,1740.223,2188.341,2238.26,1838.142,1331.59,888.509,715.273,525.317,543.354,605.633,682.553,809.869,973.472,1127.95,1103.633,938.354,757.435,623.633,517.435,2147.792,1822.277,1361.61,873.395,-190.154,-787.316,-1601.103,-1384.183,-328.816,834.621,2679.196,2529.659,5756.454,9449.673,15737.752,22756.66,28000.229,30559.834,29547.766,24299.678,17724.223,11091.553,6631.656,4906.578,32780.066
OREGON,Lane,Willamette,Blue River,44.02785833,-122.1439139,39.7,107.6967,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0.998097347,4,1088148,3.77524,5.45522,7.838,10.49297,14.58824,18.30541,23.22793,23.94554,20.19299,14.07802,5.83522,3.01771,-4.15957,-3.80476,-2.39723,-0.85218,1.53535,4.24782,7.02024,6.85518,4.38279,1.19,-2.05723,-4.57723,0.64795,1.80535,3.80299,6.02533,9.44813,12.76546,16.84054,17.21038,13.96782,9.0003,2.72288,0.02771,-0.18229,0.82535,2.72522,4.82052,8.06299,11.27794,15.1254,15.40524,12.29277,7.63524,1.89264,-0.77476,69.9271,66.2223,63.7742,61.1766,57.6247,56.0247,52.2494,50.4494,52.3742,57.9494,70.579,71.0506,254.55,222.9275,204.0219,186.0972,118.5726,87.8732,29.8989,18.8766,69.4972,143.2005,315.2505,298.4244,0,7,14,22.753,34.506,44.753,56.753,54.729,40,22,7.753,0,640.009,695.268,801.279,936.019,1182.79,1474.794,1917.57,1963.283,1594.535,1147.513,742.749,611.257,448.022,460.751,511.504,573.033,682.268,826.773,1002.515,991.033,835.257,665.504,524.528,434.751,2545.5,2033.275,1606.219,1178.389,116.054,-463.851,-1460.347,-1507.825,-505.028,750.005,2919.922,2984.244,14556.757,19015.531,24482.484,28539.732,30325.449,30748.381,30454.486,28902.75,25549.895,20501.268,15653.251,13329.7,24423.406
OREGON,Lane,Willamette,Blue River,44.027325,-122.0756528,66.3,108.5496,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.933012718,4.5,1088152,3.10117,4.64299,6.96761,9.65592,13.87787,17.72126,22.75947,23.44778,19.57468,13.44608,5.04269,2.34146,-4.92571,-4.6074,-3.14881,-1.5991,0.8095,3.55807,6.45797,6.31967,3.75967,0.51768,-2.8391,-5.40881,-0.04883,0.99781,2.98269,5.221,8.73126,12.14296,16.33429,16.70117,13.34119,8.3526,1.93751,-0.70024,-0.90571,0.0195,1.91299,4.03269,7.34439,10.64325,14.61286,14.88458,11.67146,6.9826,1.10608,-1.52711,69.6,65.9339,63.9339,61.2482,57.4172,55.6169,51.9,50.2169,52.1169,57.714,70.4281,70.2831,262.6583,229.1567,208.4733,190.2733,119.4378,88.384,29.6511,18.4482,68.7671,144.3208,321.2726,307.2743,0,3.179,8.828,16.971,29.801,41.971,52.799,45.769,29.314,13.626,3.688,0,607.814,656.475,756.136,885.485,1126.974,1415.465,1856.921,1900.608,1531.119,1097.967,702.306,579.814,423.153,433.153,483.983,542.814,647.475,788.162,964.475,955.644,798.814,633.954,494.954,407.983,2626.583,2202.55,1811.072,1393.609,270.535,-375.284,-1340.245,-1234.37,-191.746,1020.791,3102.101,3072.743,8055.119,11836.181,17898.42,23929.938,28272.207,30202.338,29392.145,25161.248,19533.307,13535.267,8931.902,6963.1,22312.297
OREGON,Lane,Willamette,Blue River,44.02675278,-122.0073806,32.4,123.0747,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.062690144,4.5,1088156,3.09163,4.67724,7.08443,9.83848,14.10443,17.97039,23.02231,23.70231,19.74635,13.58259,5.09724,2.31135,-5.02926,-4.6946,-3.1746,-1.59145,0.84855,3.58855,6.44642,6.28266,3.66642,0.4067,-2.8846,-5.5046,-0.09865,0.9832,3.04635,5.33067,8.88039,12.30635,16.49451,16.83451,13.40855,8.38855,1.9532,-0.75837,-0.95925,-0.00056,1.95635,4.12663,7.47663,10.78259,14.73451,14.99423,11.70827,6.99479,1.10944,-1.58837,69.2028,65.6287,63.4713,60.8596,56.9624,55.1624,51.3,49.6624,51.5624,57.0624,70.1535,69.9719,255.7475,223.1816,200.4283,182.3571,112.3276,84.1316,28.622,17.2624,63.7809,137.6405,310.2592,298.0756,0,0.752,6.939,15.624,28.939,41.911,52.535,42.474,24.474,9.85,1.939,0,605.993,655.458,759.862,891.986,1138.451,1430.259,1876.231,1916.635,1537.855,1100.67,702.834,577.678,419.589,430.589,482.678,542.993,649.082,789.486,963.458,953.082,793.993,628.617,493.589,404.589,2557.475,2210.752,1789.17,1354.855,226.163,-416.018,-1342.364,-1144.073,-96.414,1071.047,3044.418,2980.756,4756.793,8246.63,14330.909,21427.336,27189.35,29861.332,28765.248,23131.229,16314.86,9850.729,5579.5,3993.507,22552.256
OREGON,Lane,Willamette,McKenzie,44.02548611,-121.8708583,25,169.0783,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.998097351,5.6,1088164,1.7975,3.1175,5.36219,8.14258,12.58219,16.68844,21.9575,22.5575,18.3675,12.2375,3.56789,1.03336,-6.51289,-6.18664,-4.54664,-2.9825,-0.52664,2.20375,5.37336,5.25336,2.50336,-0.82664,-4.3525,-7.07664,-1.46289,-0.53664,1.45805,3.75789,7.4175,10.97844,15.42336,15.7375,12.1175,7.0875,0.44789,-2.15664,-2.3525,-1.52664,0.40805,2.58219,6.02805,9.44844,13.6675,13.9075,10.4375,5.7075,-0.3825,-3.01664,68.2414,65.4531,64.1906,61.2375,56.9531,54.5531,51.0055,49.6,51.6961,56.9625,70.0805,68.8391,248.4514,213.1983,190.8983,172.7928,100.8866,78.8492,28.3961,15.8531,57.6492,126.0866,288.1303,287.3475,0,0,6.375,14.375,28,41,53,46,28.375,12.906,0,0,548.414,586.883,677.922,798.922,1030.336,1310.375,1751.75,1787.164,1412.75,1007.336,630.453,520.508,374.414,384.414,435.414,489.828,587.414,715.453,894.883,886.922,730.883,574.453,441.883,358.469,2484.514,2131.983,1711.365,1296.684,140.866,-441.508,-1359.039,-1267.469,-274.752,860.794,2881.303,2873.475,8689.513,12821.683,19056.266,25439.389,30045.146,32006.232,31170.619,26760.33,20823.324,14488.515,9676.943,7682.934,18957.379
OREGON,Deschut,Deschutes N,Bend,44.02471111,-121.8026833,23.1,158.8545,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.362181312,5.9,1088168,1.17284,2.34509,4.51842,7.30729,11.81565,16.04124,21.39895,21.95786,17.63504,11.54509,2.83232,0.42284,-7.27162,-6.94058,-5.23162,-3.67439,-1.21824,1.51448,4.86228,4.75609,1.93505,-1.43772,-5.0927,-7.87439,-2.14439,-1.30274,0.67509,2.98124,6.67955,10.31509,14.88284,15.18176,11.44899,6.43176,-0.28106,-2.83716,-3.04439,-2.28997,-0.34937,1.81781,5.30232,8.77786,13.13561,13.35834,9.78557,5.05453,-1.12209,-3.71716,67.6549,65.2554,64.3766,61.3935,56.9282,54.2896,51.0108,49.6108,51.8662,56.9935,69.8005,68.0788,237.9655,203.0326,182.333,163.9157,93.2601,73.2944,27.8498,14.7108,54.3334,117.0438,270.1044,276.1932,0,0,0,13.104,25.272,38.104,50.653,45.033,28.756,12.653,0,0,521.562,554.661,640.895,756.337,979.566,1253.557,1691.899,1724.791,1351.561,962.782,598.004,494.943,353.225,362.328,413.051,464.943,558.285,681.172,863.281,856.661,701.943,549.22,417.671,337.225,2379.655,2030.326,1823.33,1246.049,149.163,-410.164,-1291.738,-1248.925,-319.357,778.201,2701.044,2761.932,10120.973,14275.4,20309.746,26012.283,29844.906,31482.998,30804.123,27075.209,21912.525,15899.779,11130.245,9071.293,17380.643
OREGON,Deschut,Deschutes N,Bend,44.02393611,-121.7342472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50000004,5.4,1088172,1.8,3.14,5.54,8.4689,12.9289,17.1189,22.36832,22.9189,18.58942,12.4689,3.73942,1.05472,-6.93308,-6.5336,-4.76418,-3.15,-0.63,2.16524,5.32582,5.17,2.24582,-1.13418,-4.64418,-7.48308,-1.63,-0.66,1.48,3.89,7.5889,11.2289,15.65414,15.9289,12.15,7.11,0.43524,-2.29528,-2.5589,-1.68942,0.39,2.66,6.15,9.64472,13.84942,14.0489,10.42,5.67,-0.44476,-3.20418,66.9,64.2,63,60,55.811,53.5524,50.1058,48.7,50.6582,55.5582,68.5,67.3692,208.6384,177.8634,158.8634,140.9052,80.261,63.6442,24.8058,12.8058,45.6802,101.3302,236.9185,244.2966,0,0,6,14,28,41,53,46,27,12,0,0,542,582,679,806,1042.89,1331.89,1777.886,1808.89,1416,1009,630,515.472,363,374,428,484,583,713.524,891.582,882,717.582,561.582,432,347.582,2086.384,1778.634,1402.634,989.051,-65.39,-593.558,-1394.942,-1297.942,-353.198,641.302,2369.185,2442.966,7875.618,11857.648,18110.699,24733.748,29648.645,31803.939,30855.293,26179.822,19976.703,13532.466,8810.483,6937.875,19196.246
OREGON,Deschut,Deschutes N,Bend,44.02336111,-121.6661472,56.9,429.0798,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.969846321,6.5,1088176,0.37697,1.36794,3.46892,6.2894,10.8494,15.23892,20.68843,21.16843,16.62892,10.63843,1.91828,-0.34611,-8.33708,-7.94366,-6.11693,-4.5866,-2.13645,0.58404,4.19292,4.11258,1.16243,-2.29757,-6.11351,-8.9866,-3.04645,-2.29254,-0.29548,2.00501,5.73501,9.46501,14.18746,14.44746,10.53453,5.54404,-1.23269,-3.7366,-3.97351,-3.28269,-1.31548,0.85486,4.35794,7.91501,12.44404,12.64404,8.89731,4.17389,-2.09254,-4.6566,66.7,64.9658,64.5951,61.4936,56.7966,53.7918,50.8951,49.7624,52.1903,56.8936,69.1688,66.7049,198.8409,168.6815,149.5864,131.4912,72.8497,56.6854,27.0609,12.8658,45.9497,89.5449,214.2815,232.0718,0,0,0,9.342,22.015,35.015,48.308,40.65,23.617,9.308,0,0,487.146,515.488,597.194,705.258,917.34,1184.389,1617.746,1644.794,1272.355,905.258,557.488,463.097,325.097,335.097,386.097,434.097,521.161,637.161,824.146,819.161,664.097,515.097,386.112,309.097,1988.409,1686.815,1495.864,1034.653,46.033,-483.595,-1226.949,-1131.501,-249.003,606.89,2142.815,2320.718,7376.11,11301.962,17522.186,24153.199,29109.838,31343.535,30420.693,25610.039,19366.711,12964.178,8313.181,6439.173,15431.598
OREGON,Deschut,Deschutes N,Bend,44.02251389,-121.5977167,29.8,214.2616,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.030153689,5.7,1088180,1.57008,2.88832,5.40372,8.45087,12.90979,17.20372,22.44657,22.91657,18.38657,12.33657,3.61657,0.85008,-7.61314,-7.10314,-5.21314,-3.57817,-1.031,1.78008,5.05578,4.87861,1.76753,-1.69247,-5.24314,-8.19314,-2.03599,-1.03883,1.21941,3.71439,7.41548,11.12548,15.59226,15.81117,11.84008,6.81008,0.12723,-2.70599,-3.01599,-2.09992,0.09723,2.43832,5.9433,9.49439,13.75226,13.90008,10.08008,5.32401,-0.80774,-3.66599,65.372,63.2896,61.9896,58.7284,54.8782,52.4393,49.3783,48.1175,49.9285,54.5285,67.0289,65.6786,145.4146,123.3899,106.2117,90.7439,53.8489,42.8921,24.8285,11.8782,35.5029,63.584,155.6928,173.5606,0,0,5,12.607,26.108,39.607,51.108,42.497,23.606,9.497,0,0,525.54,565.255,666.971,796.578,1030.401,1322.833,1770.942,1795.832,1387.401,988.468,615.753,500.037,343.933,357.933,413.933,468.431,566.037,694.255,875.147,864.539,693.431,539.322,412.933,328.715,1454.146,1233.899,907.117,529.233,-270.872,-759.285,-1336.076,-1198.632,-353.14,341.427,1556.928,1735.606,5951.134,9711.522,15967.217,22964.324,28441.219,30920.715,29895.215,24549.996,17926.137,11374.521,6845.326,5070.944,18575.502
OREGON,Lane,Siuslaw N.F,Mapleton,44.07543889,-124.0565611,47.9,71.94086,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.671010107,0.3,1090036,10.60278,12.02152,13.29935,14.89079,17.18296,18.9935,21.07332,21.61332,21.00278,17.47206,12.61152,10.06115,3.07332,3.5126,4.28494,5.20494,7.20332,9.22404,10.65621,10.73747,9.50747,7.22603,5.11332,2.83639,7.63422,8.67043,9.75133,11.07278,13.25134,15.14495,16.96477,17.32531,16.47548,13.43476,9.66043,7.21494,6.84188,7.77062,8.79224,10.05278,12.19441,14.1126,15.86477,16.17549,15.25639,12.3526,8.86368,6.4526,72.7784,69.9072,68.6397,67.0072,66.7054,67.6072,66.3072,65.1819,63.3163,65.9217,73.209,73.6018,273.4282,237.4794,231.265,158.9029,95.4325,69.4469,21.2982,20.7271,53.0469,150.8282,298.9246,315.8607,6.054,11,19.765,30.765,43.054,53,56.072,47.765,33.765,18.765,9,5,1045.765,1122.332,1207.115,1318.422,1522.134,1720.422,1932.567,1977.332,1873.404,1540.476,1199.314,1016.531,761.513,785.44,828.928,884.603,1015.603,1164.621,1282.693,1289.567,1187.585,1016.819,878.675,748.747,2546.609,2066.794,1699.92,666.065,-380.348,-895.531,-1525.257,-1273.459,-482.495,926.552,2719.246,3003.607,6746.238,10478.669,16494.781,22961.674,27882.568,30205.637,29187.062,24443.562,18216.107,12081.25,7639.076,5864.757,41048.328
OREGON,Lane,Siuslaw N.F,Mapleton,44.07605,-123.9882361,44.1,25.7863,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.066987323,0.7,1090040,9.78579,11.1686,12.43497,14.15038,16.60121,18.50401,20.80306,21.37306,20.46579,16.7486,11.773,9.26765,2.41127,2.84567,3.61484,4.55484,6.63567,8.69389,10.2593,10.40471,9.10013,6.7393,4.47567,2.21025,6.88222,7.88943,8.96038,10.37121,12.67662,14.63484,16.65025,17.05108,15.98746,12.80484,8.89841,6.48484,6.10222,7.00765,8.0286,9.35579,11.62026,13.60306,15.53389,15.89108,14.78567,11.74484,8.12662,5.74306,73.0822,70.3083,69.0643,67.1,66.5262,67.4719,65.8822,64.8822,63.5541,66.4981,73.6822,74.0083,282.6312,244.3326,236.3421,166.114,98.707,73.4892,22.5624,21.9363,57.0256,160.321,311.0676,329.2842,8.197,13.655,21.917,32.917,45,54.458,59,51.917,38.833,22.833,11.197,6.917,993.108,1064.389,1144.484,1258.026,1465.662,1664.765,1894.484,1943.203,1816.205,1478.306,1139.567,966.108,726.292,748.835,790.751,844.93,976.192,1123.93,1248.751,1261.292,1155.097,983.733,840.013,715.733,2572.199,2060.99,1684.004,673.64,-407.93,-898.838,-1603.376,-1390.054,-594.744,895.377,2774.76,3078.425,9281.619,13434.465,19614.652,25787.516,30145.57,31948.498,31177.941,27021.033,21325.684,15083.319,10278.854,8253.022,38820.188
